state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
WY,111,area_code_415,False,False,0,222.2,96,162.5,111,184.9,120,11.9,7,4,False
WY,90,area_code_415,False,False,0,246.4,83,160.3,88,170.9,99,7.6,7,1,False
HI,63,area_code_415,False,False,0,112.5,95,211.2,67,227.5,96,11.1,8,0,False
IL,179,area_code_510,False,False,0,116.1,101,201.8,99,181.9,103,11.6,5,0,False
VT,122,area_code_408,False,False,0,128.3,89,237.7,62,166.6,128,11.2,5,1,False
AR,138,area_code_408,False,True,33,214.9,91,288.7,97,262.7,64,8.1,2,0,False
CO,11,area_code_415,False,True,36,293.4,122,174.1,91,212.0,50,6.9,6,1,False
ND,62,area_code_510,False,False,0,159.9,100,172.2,99,263.2,109,5.6,4,1,False
NV,87,area_code_408,False,True,48,178.8,91,246.8,106,262.4,119,9.0,8,1,False
ID,88,area_code_415,False,False,0,55.6,65,242.7,121,176.3,134,11.3,4,0,False
TX,53,area_code_415,False,False,0,119.7,113,189.7,84,256.2,108,12.9,7,2,False
OK,105,area_code_510,True,True,28,156.1,89,107.1,114,167.7,95,14.7,3,0,True
NM,153,area_code_408,False,False,0,185.3,127,208.0,73,206.1,124,15.1,3,1,False
NJ,75,area_code_415,False,True,42,248.9,93,170.8,108,104.5,91,11.2,8,1,False
NE,127,area_code_408,False,False,0,135.5,110,146.0,116,208.0,88,10.7,4,2,False
AK,52,area_code_408,False,False,0,217.0,104,152.3,83,134.3,109,11.8,4,2,False
AZ,97,area_code_408,False,False,0,169.7,84,165.9,86,191.9,83,12.8,6,3,False
NC,64,area_code_408,False,True,19,180.1,106,127.5,92,237.4,118,7.5,3,0,False
AR,57,area_code_415,False,True,23,208.7,57,233.4,132,108.8,117,9.1,5,1,False
MI,81,area_code_408,False,False,0,166.2,102,217.6,112,220.2,68,13.2,2,4,False
CO,65,area_code_408,False,False,0,131.5,119,222.3,119,155.3,83,11.1,7,1,False
NC,55,area_code_408,True,False,0,221.0,115,165.4,97,235.4,117,9.7,4,1,False
MD,160,area_code_415,False,False,0,256.0,111,187.4,61,119.1,81,11.5,4,3,False
DE,89,area_code_408,False,False,0,197.1,110,165.9,115,227.3,106,12.8,3,1,False
IN,65,area_code_408,False,False,0,207.7,109,217.5,117,125.6,111,8.0,5,1,False
CO,92,area_code_415,False,False,0,184.7,60,262.0,73,239.5,120,12.3,6,2,True
CO,82,area_code_408,False,False,0,121.6,81,191.3,109,231.4,81,8.6,5,3,False
OK,109,area_code_415,True,False,0,166.5,101,268.4,119,126.2,112,10.2,3,3,False
MA,56,area_code_510,False,False,0,253.2,95,188.0,116,142.0,133,4.4,4,1,False
WV,121,area_code_415,False,False,0,103.3,110,129.1,82,167.1,113,10.7,3,0,False
IL,149,area_code_408,False,False,0,69.1,117,136.3,100,181.7,53,6.3,3,1,False
KS,24,area_code_510,False,False,0,243.0,91,183.9,77,184.3,109,15.3,6,0,True
WV,131,area_code_415,False,False,0,196.1,89,185.5,87,250.0,132,5.2,6,2,False
NV,160,area_code_415,False,False,0,176.2,90,196.0,115,263.9,95,9.2,4,1,False
MT,94,area_code_510,False,False,0,210.2,95,191.2,87,150.8,111,9.4,3,2,False
MT,114,area_code_510,False,False,0,189.8,101,147.7,80,172.7,121,10.6,5,1,False
HI,99,area_code_415,False,False,0,124.6,90,146.4,70,169.4,95,10.5,6,1,False
SD,108,area_code_510,True,False,0,275.9,84,203.0,91,211.4,108,6.7,4,2,True
NV,180,area_code_510,False,False,0,139.0,96,224.9,64,170.8,118,15.7,5,2,False
MO,84,area_code_415,False,True,35,207.5,138,201.0,116,164.5,107,7.5,16,4,False
VT,128,area_code_510,False,True,32,222.9,136,262.0,80,191.4,101,10.8,4,0,False
WA,104,area_code_415,False,False,0,139.7,78,202.6,119,203.6,102,11.3,5,2,False
IN,75,area_code_510,False,True,17,200.7,107,212.5,109,204.0,136,12.9,3,4,False
OK,155,area_code_408,False,True,30,61.6,103,255.1,110,225.9,96,12.4,5,1,False
AZ,75,area_code_510,False,True,37,121.5,97,271.4,110,248.7,97,11.3,5,2,False
GA,185,area_code_510,False,True,31,189.8,126,163.3,133,264.8,126,7.5,3,1,False
ID,137,area_code_510,False,False,0,203.1,97,132.0,76,250.9,94,9.2,4,4,False
CT,80,area_code_408,False,False,0,118.1,90,144.3,77,225.1,86,8.2,6,1,False
NC,86,area_code_510,False,False,0,190.5,115,179.6,130,258.5,89,10.1,5,3,False
MD,117,area_code_415,False,True,23,198.1,86,177.0,86,180.5,92,6.8,6,1,False
VA,162,area_code_510,False,False,0,103.3,93,210.6,87,187.2,118,11.4,6,1,False
MS,69,area_code_510,False,True,27,268.8,78,246.6,89,271.9,102,16.4,3,0,False
AL,88,area_code_415,False,False,0,181.9,90,151.5,87,143.0,100,7.5,3,1,False
TX,125,area_code_415,False,False,0,203.4,110,128.7,97,190.5,113,11.0,4,1,False
DC,103,area_code_510,False,True,31,107.7,124,188.9,104,196.2,98,8.9,3,0,False
OK,101,area_code_408,False,False,0,89.7,118,260.1,79,170.1,93,13.5,11,5,True
UT,134,area_code_415,False,False,0,258.8,85,129.5,114,193.6,106,10.9,7,2,False
OR,134,area_code_415,False,True,50,208.8,130,132.9,104,136.7,107,11.1,4,2,False
IL,58,area_code_415,True,True,43,142.8,96,272.3,100,193.4,105,8.9,4,1,False
NV,58,area_code_415,False,True,28,236.8,89,158.4,91,212.3,97,8.0,3,2,False
DE,78,area_code_408,False,False,0,139.2,140,191.4,113,286.5,125,11.8,3,3,False
MI,55,area_code_415,False,True,20,207.7,91,199.7,113,216.5,110,7.3,1,1,False
IN,80,area_code_415,False,False,0,106.5,116,104.8,67,183.2,124,8.2,5,1,False
KY,111,area_code_415,False,False,0,255.9,97,204.1,129,171.3,84,12.3,5,3,False
NY,87,area_code_415,False,False,0,204.8,101,161.0,80,285.7,89,9.5,3,0,False
NY,61,area_code_415,False,False,0,197.7,118,152.2,96,221.0,93,7.0,3,2,False
CO,23,area_code_408,False,False,0,190.2,89,166.4,108,219.8,73,15.0,4,6,False
WA,136,area_code_415,False,True,24,243.3,107,226.8,111,138.5,117,11.0,4,4,False
WA,112,area_code_415,False,False,0,158.1,107,181.5,101,200.3,126,8.3,7,1,False
NJ,88,area_code_415,False,False,0,301.5,136,257.7,72,132.9,118,13.4,2,4,True
SC,121,area_code_415,False,False,0,144.8,126,200.6,82,208.8,81,13.3,9,0,True
SD,34,area_code_408,False,False,0,180.6,65,280.4,99,292.4,105,5.0,3,1,False
TX,90,area_code_408,True,False,0,221.8,97,203.8,134,215.8,154,8.4,4,1,False
WY,104,area_code_408,False,False,0,183.6,133,120.7,98,215.1,112,12.7,2,1,False
AZ,144,area_code_510,True,False,0,203.5,100,247.6,103,194.3,94,11.9,11,0,False
OR,102,area_code_415,False,True,25,187.5,105,272.3,88,216.4,91,11.7,2,2,False
FL,133,area_code_408,False,True,49,229.4,78,219.5,106,172.3,115,12.0,4,3,False
HI,141,area_code_510,False,False,0,138.2,94,176.4,84,182.9,110,11.1,6,3,False
VT,93,area_code_510,False,True,32,218.7,117,115.0,61,192.7,85,9.4,5,2,False
NJ,122,area_code_415,False,True,34,146.4,104,89.7,103,220.0,91,15.6,4,2,False
WY,127,area_code_510,True,False,0,247.5,99,108.5,118,232.0,72,10.6,3,2,False
NJ,60,area_code_408,False,False,0,289.8,101,255.6,115,242.8,76,11.7,4,2,True
GA,85,area_code_510,False,False,0,222.3,132,231.5,101,223.5,75,11.0,2,3,False
WA,31,area_code_415,False,False,0,142.9,67,109.7,72,293.6,112,11.5,6,0,False
NE,91,area_code_510,False,True,37,162.3,107,233.9,115,277.4,94,9.2,4,0,False
TN,148,area_code_415,False,True,36,77.6,141,207.0,60,255.7,115,10.9,2,1,False
VT,115,area_code_415,False,False,0,202.1,95,231.6,89,214.6,165,13.1,7,1,False
MO,164,area_code_408,False,True,25,219.1,88,151.5,99,50.1,60,14.3,6,1,False
MN,89,area_code_510,False,False,0,86.0,105,215.5,102,185.7,83,8.2,3,3,False
KS,121,area_code_408,True,False,0,175.9,87,225.3,114,156.2,113,10.4,3,2,False
TN,120,area_code_408,True,False,0,179.9,72,170.0,98,190.6,89,13.8,2,1,True
MT,113,area_code_415,False,False,0,215.9,93,240.1,85,156.7,123,4.9,5,3,False
NC,118,area_code_408,True,True,39,153.8,106,123.3,111,117.8,103,9.2,6,1,False
NY,77,area_code_415,True,False,0,132.9,86,168.1,121,196.3,102,7.8,3,0,False
AL,125,area_code_408,False,False,0,169.3,90,156.0,138,210.8,106,11.6,6,2,False
UT,118,area_code_408,True,True,52,123.7,114,133.2,137,191.8,102,7.9,3,0,False
NH,127,area_code_415,True,False,0,324.3,107,141.6,90,207.6,90,12.8,7,1,True
PA,72,area_code_415,False,False,0,180.0,109,292.7,96,194.9,114,10.8,4,0,False
KS,137,area_code_415,False,True,19,175.3,96,241.3,146,211.4,109,7.8,2,0,False
VA,121,area_code_510,False,True,28,110.0,94,141.5,76,237.3,87,6.4,3,2,False
MN,30,area_code_408,False,False,0,112.9,81,224.8,68,188.4,122,11.3,7,4,True
UT,85,area_code_510,False,False,0,212.3,107,228.4,103,163.3,116,7.7,3,0,False
CO,192,area_code_415,False,False,0,221.6,101,285.2,50,167.4,83,12.7,6,4,False
PA,180,area_code_415,False,False,0,174.1,94,147.1,93,216.9,108,16.2,3,1,False
TX,66,area_code_415,False,True,35,190.8,100,261.3,93,209.5,108,8.9,6,0,False
CA,185,area_code_408,False,False,0,139.6,92,250.2,115,158.1,79,10.8,4,1,False
WA,107,area_code_415,False,False,0,230.4,65,257.4,80,107.3,88,8.5,3,1,False
OR,48,area_code_415,False,False,0,190.4,92,317.5,85,133.4,113,8.3,4,2,False
MI,30,area_code_510,False,False,0,227.4,88,182.5,100,191.7,134,12.5,3,0,False
WV,99,area_code_408,False,True,12,119.9,83,237.7,98,187.6,159,16.6,2,1,False
ID,107,area_code_415,False,False,0,260.6,81,246.1,116,243.3,117,12.8,9,0,True
NH,148,area_code_510,False,False,0,168.8,102,248.1,125,250.7,96,10.6,4,1,False
MA,57,area_code_415,False,True,24,140.2,102,170.1,107,143.7,102,14.0,1,1,False
MN,82,area_code_415,False,False,0,194.7,105,210.9,100,236.9,143,11.6,3,3,False
UT,95,area_code_408,False,True,35,229.1,143,148.2,104,248.4,110,3.9,3,0,False
VA,86,area_code_415,False,False,0,120.6,82,238.3,96,219.8,125,11.4,5,0,False
CO,93,area_code_415,False,False,0,120.6,104,205.5,95,182.5,107,9.6,6,2,False
WV,104,area_code_415,False,False,0,225.9,123,162.8,106,272.1,85,10.1,4,1,False
MA,120,area_code_415,False,False,0,137.3,100,212.2,129,152.7,92,10.5,2,1,False
HI,94,area_code_408,False,False,0,226.6,119,199.8,111,219.4,141,11.7,2,3,False
NC,149,area_code_510,False,False,0,207.3,115,198.4,82,114.1,83,8.6,4,1,False
IN,96,area_code_415,False,True,45,248.8,124,140.3,77,263.6,102,10.3,2,3,False
MT,54,area_code_415,False,False,0,272.6,83,248.7,74,197.4,111,9.5,2,1,True
RI,74,area_code_415,False,False,0,187.7,127,163.4,148,196.0,94,9.1,5,0,False
TN,106,area_code_415,False,False,0,119.2,142,228.4,139,197.9,61,8.4,9,2,False
WA,49,area_code_510,False,True,42,159.0,67,126.3,125,206.8,88,7.4,3,2,False
AZ,104,area_code_408,False,False,0,167.6,116,219.2,112,215.9,94,11.7,2,4,False
MS,193,area_code_415,False,False,0,170.9,124,132.3,95,112.9,89,11.6,3,1,False
AR,58,area_code_415,False,False,0,238.9,107,187.2,88,181.1,84,11.8,3,2,False
OR,142,area_code_510,False,True,22,224.4,114,146.0,106,241.4,98,8.8,2,1,False
IA,102,area_code_510,False,False,0,171.5,77,261.0,107,328.8,72,10.2,1,0,False
NC,73,area_code_408,False,False,0,187.8,95,149.2,143,201.4,113,11.0,4,2,False
TX,150,area_code_510,False,False,0,178.9,101,169.1,110,148.6,100,13.8,3,4,True
WV,119,area_code_415,False,True,32,186.4,75,206.9,92,150.6,80,12.1,2,1,False
VA,103,area_code_415,False,False,0,230.2,100,174.1,100,194.1,112,9.0,11,2,False
MD,125,area_code_408,False,False,0,137.1,94,209.8,83,238.4,114,8.6,4,1,False
SD,137,area_code_510,False,False,0,242.1,118,191.0,93,218.6,50,14.7,2,3,False
ID,72,area_code_415,True,False,0,101.0,110,240.0,70,333.5,105,11.1,6,0,False
WV,131,area_code_408,False,False,0,155.6,78,165.2,134,184.1,89,8.7,2,2,False
WY,32,area_code_408,False,False,0,171.2,82,185.6,102,203.3,64,10.2,7,1,False
IA,130,area_code_510,False,False,0,139.1,72,246.0,112,207.2,121,11.4,9,5,False
NE,90,area_code_415,False,False,0,114.4,108,232.8,150,198.1,78,8.9,3,0,False
IL,85,area_code_415,False,True,29,144.6,97,140.0,102,165.4,148,10.9,3,1,False
NJ,163,area_code_415,False,False,0,82.0,95,125.2,103,171.3,107,8.0,4,1,False
FL,106,area_code_408,False,True,32,165.9,126,216.5,93,173.1,86,14.1,8,4,False
TX,46,area_code_415,False,False,0,230.7,117,186.2,84,182.2,109,9.2,4,2,False
DE,85,area_code_510,False,False,0,211.5,100,184.6,88,164.3,131,13.3,4,2,False
FL,102,area_code_408,False,True,29,214.7,86,314.3,109,280.2,110,14.3,2,0,False
CA,33,area_code_408,False,False,0,159.5,115,195.4,118,102.4,86,7.1,7,1,False
ME,108,area_code_510,False,False,0,246.2,102,202.4,134,180.1,95,9.4,5,1,False
MS,92,area_code_510,False,True,27,233.6,126,152.9,94,262.1,95,12.8,4,1,False
HI,118,area_code_415,False,False,0,133.4,113,121.0,92,254.7,129,5.9,4,1,False
FL,133,area_code_510,False,False,0,201.7,85,169.4,116,286.3,80,6.0,4,0,False
TN,72,area_code_408,False,False,0,147.0,79,162.3,103,162.9,80,10.5,4,1,False
KY,129,area_code_415,False,False,0,207.7,75,191.3,116,226.7,98,11.6,6,2,False
LA,133,area_code_510,False,False,0,172.2,81,214.9,123,184.3,90,11.1,6,3,False
VT,138,area_code_415,False,False,0,230.1,107,212.0,120,174.9,119,13.2,4,1,False
AL,83,area_code_408,False,False,0,202.3,87,201.5,111,101.7,82,6.8,4,0,False
WA,120,area_code_408,False,True,28,215.8,123,285.2,76,192.1,78,6.9,3,1,False
OH,43,area_code_510,False,True,39,188.3,108,167.6,116,189.9,92,15.6,5,1,False
ID,151,area_code_415,False,False,0,194.8,106,292.7,103,224.6,82,5.5,3,0,False
MA,79,area_code_408,False,True,27,192.3,125,147.3,108,215.0,97,7.8,4,1,False
UT,139,area_code_415,False,False,0,165.0,132,249.7,86,170.3,128,12.6,8,1,False
AK,76,area_code_415,False,False,0,143.7,55,173.1,108,239.1,95,5.8,6,1,False
CO,141,area_code_408,False,False,0,264.3,90,216.4,101,208.8,72,9.6,3,0,True
SC,149,area_code_415,False,True,20,147.8,132,276.8,94,149.9,110,10.2,6,0,False
LA,128,area_code_415,False,False,0,148.5,105,243.0,106,255.2,114,6.8,2,1,False
UT,90,area_code_415,False,False,0,152.3,91,165.0,120,294.3,73,9.0,3,2,False
KY,113,area_code_415,False,False,0,140.8,107,252.6,87,215.4,136,9.1,4,3,False
AL,76,area_code_415,False,False,0,222.0,99,215.9,122,204.1,131,8.2,5,3,True
WY,157,area_code_415,True,False,0,180.4,123,194.0,98,227.3,88,8.4,5,0,False
AL,67,area_code_415,False,True,28,95.0,94,291.2,73,159.6,114,10.0,2,2,False
SD,114,area_code_415,False,True,36,309.9,90,200.3,89,183.5,105,14.2,2,1,False
LA,61,area_code_408,False,False,0,140.8,126,212.5,115,141.7,79,6.4,5,4,True
WI,64,area_code_510,False,False,0,154.0,67,225.8,118,265.3,86,3.5,3,1,False
MN,96,area_code_408,True,False,0,188.8,119,216.9,100,208.5,116,5.8,3,3,False
NH,125,area_code_415,False,True,25,190.1,133,181.1,61,104.0,110,12.5,3,2,False
NC,52,area_code_408,False,True,31,122.2,88,139.0,100,141.9,141,5.7,10,3,False
AZ,192,area_code_415,False,True,36,156.2,77,215.5,126,279.1,83,9.9,6,2,False
PA,87,area_code_408,False,True,30,262.8,114,215.8,130,154.8,88,7.8,2,0,False
FL,130,area_code_415,False,False,0,207.1,70,200.1,115,194.2,100,12.4,2,1,False
PA,106,area_code_408,True,False,0,133.7,45,187.8,107,181.9,89,10.7,2,1,True
VA,118,area_code_408,False,False,0,189.3,119,233.5,112,270.9,104,10.0,1,2,False
WV,167,area_code_510,False,False,0,191.5,93,163.8,76,189.1,103,14.1,9,1,False
GA,131,area_code_408,False,False,0,197.0,79,201.0,114,151.2,111,11.6,5,1,False
OH,108,area_code_415,False,True,30,126.0,124,202.4,84,186.4,99,8.6,1,1,False
OK,101,area_code_415,False,False,0,269.7,85,207.6,86,214.2,107,4.5,15,3,True
TX,112,area_code_415,False,False,0,214.8,112,209.7,104,164.4,97,9.4,5,3,False
NC,135,area_code_510,False,True,18,180.1,90,152.5,65,258.2,85,12.7,9,1,False
KY,109,area_code_415,False,False,0,175.6,80,238.0,94,198.4,103,10.2,6,1,False
NV,70,area_code_415,False,False,0,205.7,80,221.4,103,206.2,117,14.2,5,2,False
IA,168,area_code_408,False,False,0,128.8,96,104.9,71,141.1,128,11.2,2,1,False
AR,72,area_code_415,False,True,27,111.7,68,252.8,106,255.5,109,7.8,4,1,False
DE,95,area_code_510,False,False,0,184.2,95,181.6,101,143.4,113,12.8,4,2,False
ND,182,area_code_415,False,False,0,104.9,111,198.5,120,258.2,91,8.0,5,2,False
AR,33,area_code_415,True,False,0,164.0,99,153.1,102,123.8,104,6.4,4,0,False
NJ,67,area_code_415,False,False,0,178.0,77,233.6,88,175.6,88,6.3,4,2,False
RI,77,area_code_408,False,False,0,196.6,87,117.7,103,124.9,100,11.4,3,2,False
GA,100,area_code_415,False,False,0,218.9,124,237.5,99,189.7,52,11.0,6,2,False
WI,143,area_code_510,False,False,0,194.3,99,123.6,133,229.5,99,10.2,2,2,False
OH,165,area_code_510,False,False,0,209.4,67,273.8,89,150.2,88,12.8,1,0,False
MA,152,area_code_408,False,False,0,216.7,70,152.7,102,181.2,99,11.6,6,1,False
NJ,135,area_code_510,False,False,0,180.1,112,257.2,89,131.6,111,11.4,7,1,False
NC,102,area_code_408,False,True,27,109.8,66,207.3,76,236.9,101,10.3,7,0,False
MD,18,area_code_408,False,False,0,273.6,93,114.6,116,250.6,120,8.2,4,1,False
VT,165,area_code_510,False,False,0,242.9,126,209.8,65,228.4,126,0.0,0,1,False
OH,169,area_code_408,False,False,0,147.2,115,161.9,123,142.1,103,7.2,6,3,False
IN,108,area_code_415,False,False,0,199.3,104,224.2,92,140.1,57,15.2,2,0,False
VA,99,area_code_510,False,False,0,128.3,78,215.3,120,143.7,140,14.3,9,2,False
OK,52,area_code_510,False,False,0,153.7,100,174.2,139,242.3,53,14.1,3,1,False
OK,149,area_code_510,False,True,43,206.7,79,174.6,122,241.5,80,10.9,3,1,False
SC,99,area_code_510,False,False,0,169.2,70,271.5,77,170.2,104,10.6,2,0,False
NC,54,area_code_415,True,False,0,190.5,108,259.7,108,141.5,111,9.7,2,2,True
VT,162,area_code_510,False,False,0,220.6,117,155.2,121,186.7,89,10.5,11,1,False
IN,129,area_code_415,False,False,0,137.8,120,225.8,110,145.2,95,10.2,6,1,True
VT,68,area_code_415,False,False,0,158.8,119,211.8,105,198.1,101,10.3,3,1,False
AZ,145,area_code_415,False,True,10,190.7,100,177.7,114,167.3,100,12.8,2,0,False
PA,147,area_code_415,False,False,0,188.3,80,214.7,123,218.0,89,10.2,4,2,False
MT,106,area_code_415,False,False,0,187.1,104,250.2,117,144.9,81,11.0,3,1,False
ND,48,area_code_415,False,False,0,210.8,84,189.6,98,157.6,99,16.4,3,2,False
CO,90,area_code_408,False,True,30,183.8,76,229.7,95,144.1,124,7.7,3,1,False
WV,43,area_code_408,True,False,0,160.5,92,235.8,121,111.8,95,13.8,5,1,True
LA,99,area_code_415,False,False,0,241.1,72,155.6,98,188.2,109,11.6,10,1,False
LA,124,area_code_510,False,False,0,143.3,120,230.7,111,214.3,91,7.8,2,4,True
NE,76,area_code_510,False,False,0,143.3,98,309.1,101,207.3,122,11.4,3,2,False
MA,127,area_code_510,False,True,19,129.7,115,160.8,101,265.0,63,12.2,3,2,False
ID,140,area_code_510,False,False,0,193.1,82,260.3,107,241.3,93,13.3,5,2,False
UT,102,area_code_510,False,True,45,129.2,142,239.4,114,223.4,66,8.7,4,0,False
LA,81,area_code_415,False,True,36,115.9,120,236.6,95,255.0,90,11.7,6,3,False
NH,119,area_code_408,False,False,0,138.3,89,170.5,78,263.9,98,13.5,6,3,False
CA,96,area_code_415,False,False,0,183.9,88,109.2,86,190.2,78,16.6,7,2,False
ND,86,area_code_415,False,True,25,126.4,97,189.7,118,233.6,97,12.0,2,1,False
TX,82,area_code_415,False,False,0,189.2,81,184.4,117,255.8,83,10.6,5,3,True
WY,62,area_code_415,False,False,0,116.5,77,186.1,111,180.6,72,16.1,2,3,False
DC,41,area_code_408,False,True,37,239.8,110,221.9,115,189.1,100,7.3,1,2,False
WI,116,area_code_415,False,True,35,200.4,104,272.8,89,214.5,100,8.3,4,1,False
MD,79,area_code_415,False,True,17,236.7,95,263.5,56,259.6,107,12.0,4,1,False
OR,37,area_code_408,False,False,0,257.3,117,134.5,92,306.2,102,8.2,5,3,False
ND,123,area_code_408,False,False,0,159.1,94,241.6,119,202.4,120,6.5,1,1,False
OK,33,area_code_415,True,False,0,247.1,114,146.5,110,208.9,94,10.6,2,4,True
NV,139,area_code_510,True,False,0,172.6,92,281.7,123,253.4,117,10.5,3,3,False
LA,85,area_code_510,False,False,0,133.3,107,185.0,101,289.0,99,9.1,4,3,False
DE,106,area_code_415,False,False,0,128.6,83,134.0,114,210.6,113,11.4,2,0,False
CA,127,area_code_510,False,False,0,107.9,128,187.0,77,218.5,95,0.0,0,0,False
SC,212,area_code_415,False,False,0,226.0,127,304.6,83,181.2,132,12.6,4,2,True
OK,94,area_code_415,False,False,0,255.1,96,276.9,67,226.5,74,10.6,2,0,True
ND,118,area_code_415,False,True,39,91.5,125,219.9,113,229.0,99,12.7,8,2,False
AZ,89,area_code_510,False,True,24,197.8,84,223.2,117,201.7,132,5.7,4,1,False
AL,151,area_code_408,False,True,27,166.4,112,234.3,116,161.1,95,5.5,2,0,False
ID,92,area_code_415,False,True,29,201.3,130,203.7,115,129.9,113,6.4,6,1,True
DE,63,area_code_408,False,False,0,117.1,118,249.6,90,162.2,84,11.1,4,3,False
OH,135,area_code_510,False,False,0,112.7,123,280.0,90,251.9,110,10.4,2,0,False
IL,101,area_code_415,False,False,0,124.8,66,257.2,85,193.2,115,13.4,4,0,False
LA,108,area_code_510,False,True,30,276.6,99,220.1,113,177.9,95,9.8,6,2,False
DE,137,area_code_415,False,False,0,115.5,101,226.2,81,179.1,123,13.6,4,0,False
CT,45,area_code_415,False,False,0,142.4,107,318.7,78,224.1,108,11.1,7,1,False
WV,62,area_code_415,False,False,0,189.5,122,103.8,95,180.6,106,10.8,5,2,False
TX,125,area_code_415,False,False,0,190.2,107,209.2,75,102.1,136,14.2,5,4,True
WV,123,area_code_408,False,True,31,203.6,108,156.9,112,236.2,114,12.0,5,1,False
WI,186,area_code_408,False,False,0,206.8,104,286.0,115,153.9,112,12.4,6,0,False
WY,41,area_code_510,False,False,0,223.8,67,244.8,74,223.8,156,12.3,5,3,False
NE,89,area_code_415,False,True,29,163.5,80,274.8,136,381.9,147,7.5,5,2,False
NY,122,area_code_415,False,False,0,173.6,110,91.7,84,211.7,103,9.7,7,3,False
SC,108,area_code_415,False,False,0,197.4,78,124.0,101,204.5,107,7.7,4,2,False
DE,140,area_code_415,False,False,0,143.0,100,193.4,89,59.5,81,12.3,8,4,True
ND,117,area_code_415,True,False,0,158.1,101,315.1,96,176.1,108,13.9,2,3,True
MO,98,area_code_415,False,False,0,221.2,80,213.6,104,291.8,89,11.9,3,4,False
MA,90,area_code_408,False,False,0,157.9,72,234.0,93,210.0,86,12.2,5,2,False
OK,121,area_code_408,False,True,31,237.1,63,205.6,117,196.7,85,10.1,5,4,False
NE,96,area_code_415,False,False,0,180.6,92,190.9,114,295.6,125,10.3,4,1,True
FL,148,area_code_510,True,False,0,148.2,138,159.6,123,197.4,62,8.6,3,2,False
UT,37,area_code_510,False,False,0,271.7,112,155.1,96,199.5,97,6.6,4,3,False
HI,98,area_code_415,False,True,31,181.6,112,220.7,100,236.3,121,12.9,4,2,False
VT,120,area_code_415,False,False,0,221.3,106,267.6,98,111.5,80,9.3,7,0,False
